44.8419274;24.8915681;-0.12999999523162842;-0.12999999523162842;10.15999984741211;2019-01-26-13-50-18;0.0
44.8419209;24.8915817;-0.10999999940395355;-0.12999999523162842;10.170000076293945;2019-01-26-13-50-38;0.23
44.841912;24.891575;-0.12999999523162842;-0.14000000059604645;10.149999618530273;2019-01-26-13-50-58;0.2
44.8419388;24.8915797;-0.550000011920929;2.0299999713897705;14.010000228881836;2019-01-26-13-51-38;0.27
44.8419426;24.8915958;0.10000000149011612;2.9800000190734863;9.600000381469727;2019-01-26-13-51-58;0.24
44.8419183;24.8918662;0.23999999463558197;4.260000228881836;9.529999732971191;2019-01-26-13-52-39;1.89
44.8418974;24.8918629;-0.1899999976158142;6.900000095367432;7.389999866485596;2019-01-26-13-52-58;0.44
44.8418956;24.8918264;0.7200000286102295;6.150000095367432;7.730000019073486;2019-01-26-13-53-18;0.52
44.8419388;24.8916362;0.07000000029802322;5.489999771118164;7.940000057220459;2019-01-26-13-53-39;2.71
44.8419517;24.8916122;-0.05000000074505806;5.53000020980835;8.34000015258789;2019-01-26-13-53-59;0.43
44.8419355;24.8916521;2.1600000858306885;6.920000076293945;4.119999885559082;2019-01-26-13-54-39;0.33
44.8418605;24.8917795;-1.2899999618530273;4.460000038146973;12.59000015258789;2019-01-26-13-54-59;2.35
44.8418485;24.8919444;-0.6100000143051147;4.460000038146973;8.970000267028809;2019-01-26-13-55-20;2.25
44.8418354;24.8919621;-0.9100000262260437;2.75;10.020000457763672;2019-01-26-13-55-40;0.36
44.8418765;24.8919159;-1.5499999523162842;12.479999542236328;1.2400000095367432;2019-01-26-13-56-00;1.05
44.8419407;24.8917126;0.36000001430511475;6.5;8.989999771118164;2019-01-26-13-56-20;3.17
44.8419454;24.8916442;0.7599999904632568;3.380000114440918;10.890000343322754;2019-01-26-13-56-40;0.98
44.8419434;24.8915958;-0.09000000357627869;1.940000057220459;12.329999923706055;2019-01-26-13-57-00;0.69
44.8419293;24.8915978;-0.17000000178813934;-0.019999999552965164;10.149999618530273;2019-01-26-13-57-40;0.14
44.8419243;24.8915801;-0.12999999523162842;-0.03999999910593033;10.130000114440918;2019-01-26-13-58-00;0.27
44.8419172;24.8915954;-0.15000000596046448;-0.029999999329447746;10.140000343322754;2019-01-26-13-58-21;0.25
44.8419294;24.8915653;-0.14000000059604645;-0.03999999910593033;10.130000114440918;2019-01-26-13-58-41;0.49
44.8419212;24.8915817;-0.14000000059604645;-0.029999999329447746;10.119999885559082;2019-01-26-13-59-21;0.14
44.8419292;24.8915698;-0.14000000059604645;-0.07000000029802322;10.130000114440918;2019-01-26-14-00-01;0.12
44.8419163;24.8915894;-0.12999999523162842;-0.05000000074505806;10.130000114440918;2019-01-26-14-01-01;0.13
44.8419186;24.8915719;-0.15000000596046448;-0.07999999821186066;10.15999984741211;2019-01-26-14-01-42;0.12
